ID,Class,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32
292,1.0,50,yes,V1,26.0,V9,V1,V1,V2,5292,F,,V1,V2,V3,0.0,49782,1.0,V1,4273,4,V5,V2,2,V2,26,V5,2,V3,1.0,T,5292,
293,0.0,51,yes,V5,9.0,V6,V3,V4,V4,936,F,V2,V4,V3,V3,0.0,60815,1.0,V1,4668,2,V4,V2,2,V2,9,V4,4,V3,1.0,T,936,
294,1.0,26,yes,V2,14.0,V7,V1,V2,V1,1777,F,,V2,V3,V1,0.0,21408,1.0,V1,5814,1,V5,V1,2,V1,14,V5,2,V2,1.0,T,1777,
295,0.0,32,yes,V3,30.0,V2,V1,V1,V1,4582,F,,V1,V3,V3,0.0,64362,1.0,V3,4166,2,V5,V1,2,V2,30,V5,2,V1,1.0,T,4582,
296,0.0,23,yes,V3,12.0,V3,V1,V3,V1,1296,F,,V3,V3,V3,0.0,106784,1.0,V1,5063,4,V2,V1,1,V1,12,V2,3,V4,1.0,T,1296,
297,0.0,27,yes,V3,5.0,V2,V5,V4,V2,1220,F,,V4,V3,V3,0.0,68188,1.0,V1,5498,2,V4,V1,2,V2,5,V4,1,V4,1.0,T,1220,
298,0.0,25,no,V3,10.0,V2,V5,V4,V4,2069,F,,V4,V3,V3,0.0,12748,1.0,V1,4406,1,V4,V1,2,V2,10,V4,2,V4,1.0,T,2069,
299,0.0,35,yes,V1,5.0,V8,V5,V4,V2,1238,F,,V4,V3,V4,0.0,76537,1.0,V1,3391,4,V2,V2,1,V2,5,V2,4,V3,2.0,T,1238,
300,0.0,29,yes,V5,23.0,V1,V4,V2,V3,7757,F,,V2,V3,V3,0.0,44818,1.0,V1,6625,4,V4,V1,1,V1,23,V4,2,V2,1.0,T,7757,
301,0.0,29,yes,V3,6.0,V3,V1,V4,V1,518,F,,V4,V3,V3,0.0,6907,1.0,V1,4663,1,V2,V1,1,V2,6,V2,3,V2,1.0,T,518,
302,1.0,32,yes,V5,14.0,V7,V1,V1,V4,949,F,,V1,V3,V3,0.0,70989,1.0,V1,4662,3,V5,V1,2,V1,14,V5,4,V3,2.0,T,949,
303,0.0,38,yes,V1,11.0,V7,V5,V4,V3,2858,F,,V4,V3,V4,0.0,99027,1.0,V1,5652,4,V2,V2,1,V2,11,V2,4,V3,1.0,T,2858,
304,1.0,24,yes,V4,39.0,V3,V1,V2,V1,4933,F,,V2,V3,V3,0.0,28241,1.0,V3,5404,2,V4,V1,2,V2,39,V4,2,V3,1.0,T,4933,
305,0.0,27,yes,V4,8.0,V9,V1,V4,V4,1449,F,,V4,V3,V3,0.0,56780,1.0,V1,7246,2,V2,V1,2,V2,8,V2,3,V2,1.0,T,1449,
306,0.0,26,yes,V3,24.0,V1,V4,V4,V1,5803,F,,V4,V3,V3,0.0,24954,1.0,V1,4459,2,V4,V1,2,V2,24,V4,4,V3,1.0,T,5803,
307,0.0,42,yes,V5,60.0,V7,V1,V4,V2,10365,F,,V4,V3,V4,0.0,14578,1.0,V1,4279,4,V2,V2,1,V2,60,V2,2,V3,1.0,T,10365,
308,0.0,37,no,V3,10.0,V3,V1,V4,V2,1923,F,,V4,V3,V3,0.0,45866,1.0,V1,4300,4,V2,V2,1,V2,10,V2,1,V3,1.0,T,1923,
309,0.0,27,yes,V3,14.0,V2,V1,V4,V3,3342,F,,V4,V3,V3,0.0,34491,1.0,V1,4503,2,V4,V2,1,V3,14,V4,4,V3,1.0,T,3342,
310,1.0,39,yes,V5,24.0,V2,V1,V1,V2,3344,F,,V1,V3,V4,0.0,41680,1.0,V1,5420,2,V2,V2,1,V1,24,V2,4,V3,1.0,T,3344,
311,0.0,27,yes,V2,6.0,V4,V1,V1,V1,343,F,,V1,V3,V3,0.0,43560,1.0,V1,4474,1,V2,V1,1,V2,6,V2,4,V2,1.0,T,343,
312,0.0,50,yes,V3,24.0,V2,V4,V4,V1,3777,F,,V4,V3,V3,0.0,146439,1.0,V1,3445,4,V4,V2,1,V2,24,V4,4,V3,1.0,T,3777,
313,0.0,31,yes,V4,11.0,V3,V1,V4,V4,1963,F,,V4,V3,V4,0.0,23909,1.0,V1,3858,2,V2,V2,2,V1,11,V2,4,V3,2.0,T,1963,
314,0.0,33,yes,V4,20.0,V2,V2,V4,V1,1590,F,,V4,V3,V4,0.0,28955,1.0,V1,5294,3,V3,V1,2,V2,20,V3,4,V3,1.0,T,1590,
315,0.0,44,yes,V5,23.0,V5,V1,V4,V3,5507,F,,V4,V3,V3,0.0,64302,1.0,V1,5083,4,V4,V1,2,V3,23,V4,3,V3,1.0,T,5507,
316,0.0,20,yes,V3,11.0,V2,V1,V1,V2,1289,F,,V1,V3,V2,0.0,9440,1.0,V3,4523,1,V2,V1,1,V2,11,V2,4,V3,1.0,T,1289,
317,0.0,66,yes,V4,8.0,V6,V1,V2,V2,1199,F,,V2,V3,V4,0.0,100992,1.0,V1,5780,4,V2,V2,2,V2,8,V2,4,V2,1.0,T,1199,
318,0.0,40,yes,V2,27.0,V1,V5,V4,V1,7823,F,,V4,V1,V3,0.0,10519,1.0,V3,4471,4,V1,V2,2,V1,27,V1,3,V3,2.0,T,7823,
319,0.0,40,yes,V5,24.0,V1,V1,V4,V4,3867,F,,V4,V3,V4,0.0,12677,1.0,V1,5471,2,V4,V2,2,V1,24,V4,4,V2,1.0,T,3867,
320,0.0,25,yes,V1,24.0,V1,V5,V4,V2,5432,F,,V4,V3,V4,0.0,27486,1.0,V1,3912,4,V2,V2,1,V1,24,V2,2,V2,1.0,T,5432,
321,1.0,45,no,V5,13.0,V7,V1,V1,V2,8977,F,,V1,V3,V4,0.0,109885,1.0,V1,4618,4,V2,V2,1,V2,13,V2,1,V1,1.0,T,8977,
322,0.0,41,yes,V5,21.0,V3,V5,V4,V2,3160,F,,V4,V3,V3,0.0,44062,1.0,V1,3208,3,V2,V2,1,V2,21,V2,4,V3,1.0,T,3160,
323,0.0,74,no,V3,6.0,V7,V1,V3,V1,1298,F,,V3,V3,V1,0.0,79432,1.0,V1,4445,1,V4,V1,3,V2,6,V4,1,V3,2.0,T,1298,
324,1.0,27,yes,V3,14.0,V7,V2,V2,V4,2630,F,,V2,V3,V3,0.0,34492,1.0,V1,5047,4,V2,V2,2,V1,14,V2,2,V2,1.0,T,2630,
325,0.0,34,yes,V4,47.0,V1,V5,V4,V3,8857,F,,V4,V3,V3,0.0,35979,1.0,V1,5356,1,V4,V2,2,V3,47,V4,2,V3,1.0,T,8857,
326,0.0,52,yes,V5,12.0,V3,V1,V4,V1,717,F,,V4,V3,V3,0.0,17054,1.0,V1,6177,4,V4,V1,3,V2,12,V4,4,V3,1.0,T,717,
327,0.0,27,yes,V3,24.0,V1,V4,V4,V4,2603,F,,V4,V3,V3,0.0,27945,1.0,V1,6183,4,V2,V2,1,V1,24,V2,2,V2,1.0,T,2603,
328,0.0,38,yes,V5,5.0,V3,V5,V2,V2,367,F,,V2,V3,V3,0.0,55004,1.0,V1,2536,4,V2,V1,1,V2,5,V2,4,V3,1.0,T,367,
329,0.0,49,yes,V5,15.0,V3,V5,V2,V1,1537,F,,V2,V3,V3,0.0,25817,1.0,V3,4404,4,V4,V2,2,V2,15,V4,4,V3,1.0,T,1537,
330,1.0,46,yes,V5,47.0,V1,V1,V1,V3,6330,F,,V1,V3,V3,0.0,12227,1.0,V1,5934,4,V4,V2,2,V3,47,V4,4,V3,1.0,T,6330,
331,1.0,41,yes,V5,35.0,V7,V2,V2,V4,8085,F,,V2,V3,V4,0.0,56154,1.0,V1,5888,4,V3,V2,4,V2,35,V3,2,V3,1.0,T,8085,
332,0.0,27,yes,V5,9.0,V3,V1,V2,V4,1082,F,,V2,V3,V2,0.0,22409,1.0,V1,6687,4,V2,V1,2,V2,9,V2,4,V3,1.0,T,1082,
333,0.0,62,yes,V3,24.0,V1,V1,V1,V3,2924,F,,V1,V1,V3,0.0,77357,1.0,V3,3665,4,V2,V2,1,V2,24,V2,3,V3,2.0,T,2924,
334,0.0,60,yes,V4,12.0,V3,V4,V4,V1,3058,F,,V4,V3,V2,0.0,31417,1.0,V1,4445,4,V2,V1,1,V2,12,V2,2,V1,1.0,T,3058,
335,0.0,25,yes,V3,9.0,V2,V1,V1,V1,2135,F,,V1,V3,V3,0.0,27390,1.0,V1,3703,2,V2,V1,1,V2,9,V2,3,V3,1.0,T,2135,
336,0.0,50,yes,V5,12.0,V7,V5,V4,V4,2390,F,,V4,V3,V3,0.0,30454,1.0,V1,4986,3,V2,V2,1,V2,12,V2,4,V3,1.0,T,2390,
337,1.0,38,yes,V3,15.0,V3,V5,V3,V3,1270,F,,V3,V3,V3,0.0,23150,1.0,V1,5970,4,V4,V2,2,V3,15,V4,3,V3,1.0,T,1270,
338,1.0,47,yes,V2,24.0,V3,V1,V1,V1,1023,F,,V1,V2,V3,0.0,28102,1.0,V1,5003,4,V3,V1,1,V2,24,V3,4,V4,1.0,T,1023,
339,1.0,22,yes,V1,6.0,V7,V5,V2,V2,14554,F,,V2,V3,V1,0.0,6396,1.0,V1,3897,2,V2,V2,1,V2,6,V2,1,V3,1.0,T,14554,
340,0.0,25,yes,V3,18.0,V3,V1,V4,V4,2238,F,,V4,V3,V3,0.0,40533,1.0,V1,4817,1,V4,V1,2,V2,18,V4,2,V2,1.0,T,2238,
341,1.0,40,yes,V5,12.0,V7,V1,V2,V4,887,F,,V2,V1,V2,0.0,36171,1.0,V1,5980,4,V2,V1,1,V2,12,V2,4,V3,2.0,T,887,
342,0.0,21,yes,V1,14.0,V7,V1,V1,V3,3972,F,,V1,V3,V3,0.0,18440,1.0,V1,5443,4,V2,V1,1,V3,14,V2,1,V3,1.0,T,3972,
343,0.0,19,yes,V5,9.0,V2,V1,V4,V4,1312,F,,V4,V3,V3,0.0,7184,1.0,V1,6236,4,V2,V1,1,V2,9,V2,1,V3,1.0,T,1312,
344,1.0,32,yes,V5,11.0,V3,V5,V4,V2,797,F,,V4,V1,V2,0.0,23360,1.0,V1,4927,3,V4,V1,1,V2,11,V4,4,V2,2.0,T,797,
345,0.0,29,yes,V2,6.0,V3,V1,V2,V4,2063,F,,V2,V3,V4,0.0,34870,1.0,V1,4595,3,V2,V2,1,V1,6,V2,4,V4,1.0,T,2063,
346,0.0,30,yes,V3,11.0,V8,V1,V2,V1,1409,F,,V2,V3,V2,0.0,20246,1.0,V1,4867,2,V5,V2,1,V2,11,V5,2,V3,1.0,T,1409,
347,0.0,42,yes,V5,5.0,V3,V2,V4,V3,1346,F,,V4,V1,V3,0.0,124778,1.0,V1,5243,4,V2,V2,1,V3,5,V2,2,V3,2.0,T,1346,1.0
348,0.0,21,yes,V4,59.0,V3,V1,V4,V4,15652,F,,V4,V3,V3,0.0,32086,1.0,V1,6682,4,V3,V2,2,V2,59,V3,2,V3,1.0,T,15652,
349,1.0,35,yes,V5,17.0,V7,V1,V2,V4,884,F,,V2,V1,V3,0.0,23851,1.0,V1,6383,4,V4,V2,1,V2,17,V4,4,V3,2.0,T,884,
350,0.0,30,yes,V4,35.0,V1,V5,V4,V4,8947,F,,V4,V2,V4,0.0,8819,1.0,V1,5187,2,V3,V2,1,V2,35,V3,3,V3,2.0,T,8947,
351,0.0,50,yes,V4,23.0,V9,V1,V4,V4,1559,F,,V4,V1,V3,0.0,84057,1.0,V1,3318,4,V1,V2,1,V2,23,V1,4,V3,1.0,T,1559,
352,0.0,28,yes,V3,20.0,V1,V1,V4,V1,2993,F,,V4,V2,V2,0.0,42427,1.0,V1,4016,2,V3,V1,2,V2,20,V3,3,V3,1.0,T,2993,
353,0.0,37,yes,V4,3.0,V7,V1,V4,V1,3380,F,,V4,V3,V3,0.0,39972,1.0,V1,5909,1,V4,V1,1,V2,3,V4,1,V2,2.0,T,3380,
354,0.0,23,yes,V3,36.0,V3,V1,V3,V4,5847,F,,V3,V3,V3,0.0,19765,1.0,V1,5803,1,V2,V1,1,V2,36,V2,4,V3,1.0,T,5847,
355,0.0,23,yes,V2,,V2,V1,V4,V2,2288,F,,V4,V3,V3,0.0,42392,1.0,V1,5634,4,V4,V2,1,V2,20,V4,4,V2,1.0,T,2288,
356,0.0,37,yes,V5,30.0,V1,V1,V1,V3,10623,F,,V1,V3,V4,0.0,27342,1.0,V1,3795,4,V4,V2,3,V3,30,V4,3,V3,2.0,T,10623,
357,0.0,46,yes,V3,14.0,V3,V3,V4,V2,1316,F,,V4,V3,V2,0.0,40475,1.0,V1,6267,2,V4,V1,2,V2,14,V4,2,V4,1.0,T,1316,
358,0.0,28,yes,V2,6.0,V3,V1,V3,V2,683,F,,V3,V1,V3,0.0,36969,1.0,V1,3526,1,V3,V1,1,V2,6,V3,2,V2,1.0,T,683,
359,0.0,38,yes,V5,14.0,V5,V1,V2,V4,1308,F,,V2,V3,V2,0.0,42761,1.0,V1,4064,4,V2,V1,2,V2,14,V2,4,V3,1.0,T,1308,
360,0.0,34,yes,V1,17.0,V3,V1,V4,V1,2320,F,,V4,V3,V3,0.0,31115,1.0,V1,4397,3,V3,V1,2,V2,17,V3,2,V4,1.0,T,2320,
361,1.0,22,yes,V2,23.0,V2,V1,V1,V1,3233,F,,V1,V3,V2,0.0,29230,1.0,V1,6506,4,V2,V2,1,V1,23,V2,4,V2,1.0,T,3233,
362,1.0,42,yes,V5,35.0,V2,V1,V1,V4,3445,F,,V1,V3,V3,0.0,28184,1.0,V1,6585,2,V2,V1,1,V2,35,V2,4,V3,2.0,T,3445,
363,1.0,47,yes,V5,10.0,V7,V2,V3,V3,1239,F,,V3,V3,V2,0.0,79556,1.0,V1,5762,4,V2,V1,1,V3,10,V2,1,V2,2.0,T,1239,
364,0.0,31,yes,V4,35.0,V9,V2,V4,V4,5741,F,,V4,V3,V3,0.0,15690,1.0,V1,3584,2,V2,V2,2,V2,35,V2,2,V3,1.0,T,5741,
365,1.0,44,yes,V2,23.0,V3,V5,V4,V4,5942,F,,V4,V3,V3,0.0,22440,1.0,V1,5348,1,V2,V2,2,V2,23,V2,1,V2,1.0,T,5942,
366,1.0,52,yes,V3,23.0,V7,V1,V1,V3,4869,F,,V1,V3,V3,0.0,9243,1.0,V1,3630,4,V3,V1,2,V3,23,V3,3,V3,2.0,T,4869,
367,1.0,32,yes,V5,8.0,V6,V4,V2,V3,1135,F,,V2,V3,V3,0.0,17638,1.0,V1,6372,3,V4,V1,2,V3,8,V4,4,V3,2.0,T,1135,
368,0.0,20,yes,V4,60.0,V3,V2,V4,V1,10143,F,,V4,V3,V3,0.0,63829,1.0,V1,3145,4,V2,V2,1,V2,60,V2,2,V2,1.0,T,10143,
369,0.0,27,yes,V5,11.0,V9,V4,V4,V1,2141,F,,V4,V3,V3,0.0,36929,1.0,V1,3463,2,V2,V2,1,V2,11,V2,1,V1,1.0,T,2141,
370,0.0,29,yes,V4,23.0,V2,V1,V4,V2,2028,F,,V4,V3,V2,0.0,29029,1.0,V1,5708,2,V4,V1,2,V2,23,V4,2,V3,1.0,T,2028,
371,0.0,38,yes,V3,11.0,V2,V1,V1,V2,707,F,,V1,V3,V2,0.0,38285,1.0,V3,5776,3,V2,V1,1,V2,11,V2,2,V3,2.0,T,707,
372,0.0,66,yes,V1,17.0,V5,V1,V2,V4,3872,F,,V2,V3,V3,0.0,11923,1.0,V1,5305,4,V2,V2,1,V2,17,V2,2,V2,1.0,T,3872,
373,0.0,39,yes,V5,15.0,V6,V1,V3,V4,1904,F,,V3,V3,V4,0.0,42112,1.0,V1,6221,4,V2,V2,1,V1,15,V2,4,V3,1.0,T,1904,
374,0.0,35,yes,V3,36.0,V7,V5,V4,V1,3079,F,,V4,V3,V3,0.0,76892,1.0,V1,4921,4,V2,V1,1,V2,36,V2,4,V3,1.0,T,3079,
375,0.0,45,yes,V2,18.0,V2,V1,V3,V2,3048,F,,V3,V2,V2,0.0,68117,1.0,V1,5625,1,V2,V1,1,V2,18,V2,1,V2,1.0,T,3048,
376,0.0,29,yes,V3,12.0,V7,V1,V1,V2,2120,F,,V1,V3,V3,0.0,34183,1.0,V1,6246,2,V4,V1,2,V2,12,V4,4,V3,1.0,T,2120,
377,0.0,60,yes,V1,19.0,V1,V5,V2,V1,6468,F,,V2,V3,V4,0.0,131107,1.0,V1,4189,4,V2,V2,1,V2,19,V2,1,V1,1.0,T,6468,
378,0.0,32,yes,V4,21.0,V2,V4,V2,V4,2744,F,,V2,V3,V3,0.0,44247,1.0,V1,4447,2,V4,V2,2,V2,21,V4,3,V3,1.0,T,2744,
379,0.0,28,yes,V3,11.0,V9,V1,V4,V1,1411,F,,V4,V3,V4,0.0,56662,1.0,V3,5514,2,V4,V2,2,V2,11,V4,4,V2,1.0,T,1411,
380,0.0,26,yes,V5,15.0,V2,V1,V1,V2,3642,F,,V1,V3,V2,0.0,79934,1.0,V1,5825,4,V3,V1,2,V2,15,V3,1,V2,1.0,T,3642,
381,0.0,23,yes,V3,24.0,V2,V1,V1,V1,3021,F,,V1,V3,V2,0.0,46157,1.0,V1,6019,2,V2,V1,1,V1,24,V2,2,V1,1.0,T,3021,
382,0.0,24,yes,V3,39.0,V1,V3,V4,V4,2568,F,,V4,V3,V3,0.0,43224,1.0,V1,6818,4,V2,V1,1,V2,39,V2,4,V3,1.0,T,2568,
383,0.0,28,yes,V3,18.0,V3,V5,V4,V2,1168,F,,V4,V3,V3,0.0,52369,1.0,V1,4518,3,V4,V2,2,V2,18,V4,4,V3,1.0,T,1168,
384,0.0,30,yes,V5,30.0,V3,V3,V4,V4,2332,F,,V4,V1,V4,0.0,43593,1.0,V1,4200,2,V2,V1,1,V2,30,V2,4,V3,1.0,T,2332,
385,0.0,22,yes,V4,,V5,V3,V4,V1,659,F,,V4,V3,V2,0.0,86703,1.0,V1,4891,4,V2,V1,1,V1,5,V2,2,V4,1.0,T,659,
386,0.0,24,yes,V4,24.0,V9,V1,V4,V1,1257,F,,V4,V3,V3,0.0,33657,1.0,V1,4544,1,V2,V2,1,V2,24,V2,4,V3,1.0,T,1257,
387,0.0,41,yes,V5,23.0,V7,V2,V4,V1,1469,F,V1,V4,V3,V2,0.0,73175,1.0,V1,4872,4,V2,V1,1,V1,23,V2,4,V4,1.0,T,1469,
388,0.0,23,yes,V1,5.0,V1,V3,V1,V2,1351,F,,V1,V3,V1,0.0,63844,1.0,V1,5451,2,V2,V2,1,V1,5,V2,1,V2,1.0,T,1351,
389,1.0,49,yes,V3,36.0,V3,V2,V2,V3,2671,F,,V2,V3,V3,0.0,74414,1.0,V2,7054,4,V2,V1,1,V3,36,V2,4,V2,1.0,T,2671,
390,0.0,27,yes,V4,6.0,V3,V1,V2,V1,484,F,,V2,V1,V2,0.0,78704,1.0,V3,4070,3,V2,V1,1,V2,6,V2,3,V4,1.0,T,484,
391,0.0,35,yes,V5,6.0,V3,V5,V4,V3,700,F,,V4,V3,V3,0.0,31307,1.0,V1,6299,4,V4,V1,2,V3,6,V4,4,V3,1.0,T,700,
392,1.0,43,yes,V3,47.0,V7,V3,V4,V3,10127,F,,V4,V1,V3,0.0,53219,1.0,V1,5124,2,V4,V1,1,V3,47,V4,2,V3,1.0,T,10127,
393,0.0,47,yes,V5,12.0,V6,V1,V4,V2,1392,F,,V4,V1,V3,0.0,68847,1.0,V1,5634,4,V2,V2,3,V2,12,V2,4,V3,2.0,T,1392,
394,0.0,34,yes,V3,59.0,V7,V5,V4,V3,6527,F,,V4,V3,V3,0.0,14592,1.0,V1,5628,4,V2,V2,1,V3,59,V2,4,V3,2.0,T,6527,
395,0.0,35,yes,V5,21.0,V9,V4,V4,V1,1572,F,,V4,V1,V2,0.0,83876,1.0,V1,4242,4,V2,V1,1,V2,21,V2,4,V2,1.0,T,1572,
396,0.0,45,yes,V5,36.0,V3,V5,V4,V1,3835,F,,V4,V3,V2,0.0,41714,1.0,V1,4606,4,V2,V2,1,V2,36,V2,2,V2,1.0,T,3835,
397,0.0,39,yes,V5,36.0,V3,V3,V4,V4,2299,F,,V4,V3,V3,0.0,24305,1.0,V1,5488,4,V2,V1,1,V2,36,V2,4,V3,1.0,T,2299,
398,0.0,57,yes,V1,10.0,V3,V2,V4,V1,1154,F,,V4,V3,V2,0.0,18634,1.0,V1,4420,4,V4,V1,3,V2,10,V4,4,V2,1.0,T,1154,
399,0.0,49,yes,V5,30.0,V3,V5,V3,V2,3656,F,,V3,V2,V2,0.0,90601,1.0,V1,5677,4,V4,V1,2,V2,30,V4,4,V3,1.0,T,3656,
400,0.0,28,yes,V4,23.0,V3,V1,V4,V4,2284,F,,V4,V3,V3,0.0,24238,1.0,V1,5514,2,V2,V2,1,V2,23,V2,4,V3,1.0,T,2284,
401,0.0,32,yes,V2,17.0,V3,V1,V4,V1,2050,F,,V4,V3,V3,0.0,13138,1.0,V1,4610,1,V2,V1,1,V2,17,V2,4,V3,1.0,T,2050,
402,1.0,24,yes,V3,17.0,V3,V1,V1,V1,3190,F,,V1,V3,V3,0.0,16956,1.0,V1,4261,2,V2,V1,1,V2,17,V2,2,V2,1.0,T,3190,
403,0.0,30,yes,V4,36.0,V9,V2,V2,V2,9857,F,,V2,V3,V2,0.0,13299,1.0,V1,3913,3,V3,V2,2,V2,36,V3,1,V3,2.0,T,9857,
404,0.0,65,yes,V3,9.0,V3,V3,V2,V1,789,F,,V2,V3,V2,0.0,72211,1.0,V1,4855,3,V2,V1,1,V2,9,V2,4,V2,1.0,T,789,
405,0.0,55,yes,V1,41.0,V1,V1,V2,V3,9282,F,,V2,,V4,0.0,32118,1.0,V1,4415,2,V1,V2,1,V3,41,V1,1,V3,1.0,T,9282,
406,0.0,40,yes,V3,30.0,V1,V1,V1,V2,3857,F,,V1,V3,V4,0.0,60019,1.0,V1,3860,4,V2,V2,1,V2,30,V2,4,V1,1.0,T,3857,
407,0.0,25,yes,V4,29.0,V3,V1,V4,V4,5770,F,,V4,V3,V3,0.0,22209,1.0,V1,3606,2,V4,V1,2,V2,29,V4,4,V2,1.0,T,5770,
408,0.0,34,yes,V3,18.0,V7,V2,V1,V4,4379,F,,V1,V3,V2,0.0,39948,1.0,V1,4243,4,V2,V2,1,V2,18,V2,3,V3,2.0,T,4379,
409,1.0,36,yes,V2,11.0,V7,V1,V1,V1,1274,F,,V1,V3,V2,0.0,35774,1.0,V1,6413,1,V2,V1,1,V2,11,V2,3,V2,1.0,T,1274,
410,0.0,32,yes,V5,18.0,V9,V1,V2,V1,4438,F,,V2,V1,V4,0.0,104313,1.0,V2,5394,1,V2,V2,1,V2,18,V2,1,V3,1.0,T,4438,
411,0.0,42,yes,V5,24.0,V3,V5,V2,V4,5083,F,,V2,V3,V3,0.0,19583,1.0,V1,4447,4,V2,V2,1,V2,24,V2,2,V2,1.0,T,5083,
412,0.0,29,yes,V2,20.0,V3,V4,V1,V4,3356,F,,V1,V1,V3,0.0,16391,1.0,V1,6195,2,V2,V1,1,V2,20,V2,4,V2,1.0,T,3356,
413,0.0,29,no,V2,23.0,V2,V5,V1,V2,7720,F,,V1,V3,V3,0.0,33488,1.0,V1,5634,2,V2,V2,1,V2,23,V2,1,V2,1.0,T,7720,
414,0.0,32,yes,V3,5.0,V2,V4,V4,V1,1543,F,,V4,V3,V3,0.0,15935,1.0,V1,3530,2,V2,V1,1,V2,5,V2,4,V1,1.0,T,1543,
415,0.0,36,yes,V2,23.0,V7,V2,V2,V4,3877,F,,V2,V3,V3,0.0,24006,1.0,V1,4879,2,V4,V2,1,V2,23,V4,4,V1,1.0,T,3877,
416,0.0,31,no,V4,17.0,V7,V5,V4,V2,2661,F,,V4,V3,V3,0.0,38795,1.0,V1,4926,3,V2,V1,1,V2,17,V2,4,V3,1.0,T,2661,
417,0.0,23,no,V4,21.0,V7,V5,V1,V1,3763,F,,V1,V3,V2,0.0,15769,1.0,V2,3658,2,V2,V1,1,V2,21,V2,2,V3,1.0,T,3763,
418,1.0,33,yes,V2,42.0,V3,V1,V1,V4,3965,F,,V1,V3,V3,0.0,54691,1.0,V1,5401,3,V2,V1,1,V2,42,V2,4,V3,1.0,T,3965,
419,0.0,37,yes,V3,8.0,V3,V1,V2,V1,2118,F,,V2,V3,V2,0.0,11643,1.0,V1,4955,2,V2,V1,1,V2,8,V2,2,V3,2.0,T,2118,
420,0.0,23,yes,V4,6.0,V3,V1,V4,V4,1554,F,,V4,V3,V3,0.0,42891,1.0,V1,4887,2,V4,V2,2,V1,6,V4,1,V2,1.0,T,1554,
421,0.0,36,yes,V5,35.0,V3,V1,V2,V1,2337,F,,V2,V3,V3,0.0,51514,1.0,V1,5730,4,V4,V1,1,V2,35,V4,4,V3,1.0,T,2337,
422,0.0,36,yes,V5,9.0,V3,V1,V2,V1,1153,F,,V2,V3,V2,0.0,5677,1.0,V1,6757,4,V4,V1,3,V2,9,V4,2,V3,1.0,T,1153,
423,0.0,26,yes,V3,13.0,V7,V1,V4,V4,801,F,,V4,V3,V2,0.0,13700,1.0,V1,4241,2,V3,V1,2,V2,13,V3,4,V3,1.0,T,801,
424,1.0,24,yes,V3,11.0,V7,V1,V1,V1,1228,F,,V1,V3,V2,0.0,6181,1.0,V1,5099,2,V2,V1,1,V2,11,V2,4,V2,1.0,T,1228,
425,0.0,41,yes,V4,4.0,V3,V1,V4,V1,1503,F,,V4,V3,V2,0.0,6310,1.0,V1,3358,1,V4,V1,2,V2,4,V4,2,V3,2.0,T,1503,
426,0.0,47,yes,V3,9.0,V7,V1,V4,V4,2133,F,,V4,V3,V3,0.0,16710,1.0,V1,6365,4,V4,V2,3,V2,9,V4,4,V3,1.0,T,2133,
427,0.0,48,yes,V5,23.0,V3,V1,V2,V2,1743,F,,V2,V3,V2,0.0,21207,1.0,V1,5468,2,V4,V1,2,V2,23,V4,4,V3,1.0,T,1743,
428,1.0,25,yes,V3,14.0,V7,V2,V2,V2,1264,F,,V2,V3,V3,0.0,9731,1.0,V1,5725,2,V1,V1,1,V1,14,V1,2,V4,1.0,T,1264,
429,1.0,38,yes,V1,18.0,V1,V1,V2,V3,12976,F,,V2,V3,V4,0.0,6643,1.0,V1,4569,4,V2,V2,1,V3,18,V2,3,V2,1.0,T,12976,
430,0.0,23,yes,V4,29.0,V1,V5,V4,V2,4811,F,,V4,V2,V2,0.0,22750,1.0,V1,5785,4,V2,V1,1,V1,29,V2,2,V2,1.0,T,4811,
431,0.0,23,yes,V3,17.0,V3,V1,V4,V4,1799,F,,V4,V3,V3,0.0,28896,1.0,V1,3264,2,V4,V1,2,V2,17,V4,4,V3,1.0,T,1799,
432,1.0,38,yes,V5,17.0,V7,V1,V4,V3,6458,F,,V4,V1,V4,0.0,37446,1.0,V1,3737,4,V1,V2,2,V2,17,V1,2,V3,2.0,T,6458,
433,0.0,19,yes,V2,11.0,V1,V5,V4,V4,4675,F,,V4,V3,V3,0.0,24748,1.0,V1,4720,4,V2,V1,1,V1,11,V2,1,V2,1.0,T,4675,
434,1.0,53,yes,V1,30.0,V1,V5,V4,V1,7485,F,,V4,V1,V4,0.0,102614,1.0,V1,5635,1,V1,V2,1,V2,30,V1,4,V2,1.0,T,7485,
435,0.0,26,no,V3,8.0,V7,V2,V4,V1,3576,F,,V4,V3,V3,0.0,24752,1.0,V3,4976,2,V2,V1,1,V1,8,V2,1,V3,2.0,T,3576,
436,0.0,36,yes,V5,29.0,V7,V5,V2,V1,2180,F,,V2,V3,V3,0.0,26452,1.0,V1,5265,4,V4,V1,2,V2,29,V4,4,V3,1.0,T,2180,
437,0.0,34,yes,V3,23.0,V3,V1,V4,V1,2684,F,,V4,V3,V2,0.0,49922,1.0,V1,3498,2,V4,V1,2,V2,23,V4,4,V3,1.0,T,2684,
